0.2,3558540.24773945
0.5,3527080.01975556
0.8,3524941.07627295
0,3601208.22288953
1,3536626.30057697
1.2,3554233.2133646
1.5,3589362.39631552
1.8,3630971.6389375
2,3658263.69730939
3,3782117.46138651
4,3873006.87052848
5,3941103.62644548
6,3996035.48069708
7,4041447.5986625
8,4080268.04153872
9,4114038.6766012
