Lambda,Generated Packets,Q1#,Q1 Avg Wait,Q1 Drop Rate,Total Avg Wait Time,Total Avg Drop Rate
8000,1001656,1001656,0.000101354738338,0.005499892178552,0.000101354738338,0.005499892178552
9000,1000922,1000922,0.00010229139978,0.005377042366938,0.00010229139978,0.005377042366938
10000,100176,100176,0.000103408489326,0.005450407283182,0.000103408489326,0.005450407283182
10100,100007,100007,0.000103757609598,0.00567960242783,0.000103757609598,0.00567960242783
10200,100210,100210,0.000103766146158,0.005338788544057,0.000103766146158,0.005338788544057
10300,100180,100180,0.000104010181855,0.005490117787982,0.000104010181855,0.005490117787982
10400,100111,100111,0.000103899270745,0.005753613489027,0.000103899270745,0.005753613489027
10500,100049,100049,0.000104579900706,0.005497306319903,0.000104579900706,0.005497306319903
10600,99962,99962,0.000104186858236,0.005782197234949,0.000104186858236,0.005782197234949
10700,99790,99790,0.000104735683291,0.005611784747971,0.000104735683291,0.005611784747971
10800,100277,100277,0.000104770736594,0.005175663412348,0.000104770736594,0.005175663412348
10900,99900,99900,0.000104640269621,0.005595595595596,0.000104640269621,0.005595595595596
11000,100348,100348,0.000105374170935,0.005650336827839,0.000105374170935,0.005650336827839
11100,99806,99806,0.00010497000254,0.005470612989199,0.00010497000254,0.005470612989199
11200,99424,99424,0.000104975328813,0.005441342130673,0.000104975328813,0.005441342130673
11300,99934,99934,0.000105315454403,0.005733784297636,0.000105315454403,0.005733784297636
11400,99323,99323,0.000105635506402,0.005950283418745,0.000105635506402,0.005950283418745
11500,100080,100080,0.000105271710517,0.005475619504396,0.000105271710517,0.005475619504396
11600,99967,99967,0.000105366239458,0.005571838706773,0.000105366239458,0.005571838706773
11700,100392,100392,0.000105767776118,0.005807235636306,0.000105767776118,0.005807235636306
11800,99663,99663,0.000105586930016,0.006120626511343,0.000105586930016,0.006120626511343
11900,100443,100443,0.000106765621661,0.006033272602372,0.000106765621661,0.006033272602372
12000,99959,99959,0.000106195891667,0.005522264128293,0.000106195891667,0.005522264128293
12100,99771,99771,0.000106400344549,0.005672991149733,0.000106400344549,0.005672991149733
12200,99641,99641,0.000106891710212,0.005670356580123,0.000106891710212,0.005670356580123
12300,100131,100131,0.000106587328041,0.00571251660325,0.000106587328041,0.00571251660325
12400,100183,100183,0.000106934387858,0.005839314055279,0.000106934387858,0.005839314055279
