Lambda,Generated Packets,Q1#,Q1 Avg Wait,Q1 Drop Rate,Total Avg Wait Time,Total Avg Drop Rate
17300,99452,99452,0.000117144313768,0.006234163214415,0.000117144313768,0.006234163214415
17400,100052,100052,0.00011727711855,0.005986886818854,0.00011727711855,0.005986886818854
17500,100240,100240,0.000117544278197,0.006504389465283,0.000117544278197,0.006504389465283
17600,100247,100247,0.00011869667167,0.006094945484653,0.00011869667167,0.006094945484653
17700,99933,99933,0.000118438854444,0.00642430428387,0.000118438854444,0.00642430428387
17800,99567,99567,0.000118460218896,0.006488093444615,0.000118460218896,0.006488093444615
17900,100096,100096,0.000119252843992,0.006393861892583,0.000119252843992,0.006393861892583
18000,99641,99641,0.000118989211688,0.006232374223462,0.000118989211688,0.006232374223462
18100,100471,100471,0.000119447463458,0.006240606742244,0.000119447463458,0.006240606742244
18200,100289,100289,0.000120911826241,0.006391528482685,0.000120911826241,0.006391528482685
18300,99622,99622,0.000120106240388,0.006584890887555,0.000120106240388,0.006584890887555
18400,100308,100308,0.000121200521285,0.006659488774574,0.000121200521285,0.006659488774574
18500,99913,99913,0.000120177884651,0.006585729584739,0.000120177884651,0.006585729584739
18600,100462,100462,0.000121102742191,0.006061993589616,0.000121102742191,0.006061993589616
18700,99836,99836,0.000121650207379,0.006420529668657,0.000121650207379,0.006420529668657
18800,99779,99779,0.000122028080007,0.006384108880626,0.000122028080007,0.006384108880626
18900,100077,100077,0.000122149498777,0.006564944992356,0.000122149498777,0.006564944992356
19000,99847,99847,0.000123091347781,0.006309653770269,0.000123091347781,0.006309653770269
19100,100199,100199,0.000123099549667,0.007145779898003,0.000123099549667,0.007145779898003
19200,99931,99931,0.000123441709983,0.006544515715844,0.000123441709983,0.006544515715844
19300,100168,100168,0.000125217852276,0.006529031227538,0.000125217852276,0.006529031227538
19400,99861,99861,0.000124348048949,0.006408908382652,0.000124348048949,0.006408908382652
19500,99742,99742,0.000125016135548,0.006286218443584,0.000125016135548,0.006286218443584
19600,99738,99738,0.000124607190701,0.006968256832902,0.000124607190701,0.006968256832902
19700,100241,100241,0.000125840334361,0.006384613082471,0.000125840334361,0.006384613082471
19800,99884,99884,0.000126973371846,0.006898001681951,0.000126973371846,0.006898001681951
19900,99823,99823,0.000127307291432,0.006822075072879,0.000127307291432,0.006822075072879
20000,100176,100176,0.000126799359903,0.006598386839163,0.000126799359903,0.006598386839163
20100,100274,100274,0.000127993787531,0.006931009035243,0.000127993787531,0.006931009035243
20200,99742,99742,0.000127313110511,0.006777485913657,0.000127313110511,0.006777485913657
20300,100171,100171,0.000126834825971,0.00663864791207,0.000126834825971,0.00663864791207
20400,100574,100574,0.000129705560957,0.006810905402987,0.000129705560957,0.006810905402987
20500,100062,100062,0.000130066208142,0.006585916731626,0.000130066208142,0.006585916731626
20600,99914,99914,0.000129513147177,0.006575655063354,0.000129513147177,0.006575655063354
20700,99933,99933,0.00012964445411,0.00667447189617,0.00012964445411,0.00667447189617
20800,100865,100865,0.000131456876593,0.007029197442126,0.000131456876593,0.007029197442126
20900,99991,99991,0.000131030720889,0.006920622856057,0.000131030720889,0.006920622856057
21000,99979,99979,0.000133164754243,0.006971464007442,0.000133164754243,0.006971464007442
21100,99716,99716,0.000131886369057,0.007300734084801,0.000131886369057,0.007300734084801
21200,100131,100131,0.000133805224301,0.007210554174032,0.000133805224301,0.007210554174032
21300,99889,99889,0.000132988630677,0.006957723072611,0.000132988630677,0.006957723072611
21400,99916,99916,0.000135975979296,0.007326153969334,0.000135975979296,0.007326153969334
21500,99701,99701,0.000134959768485,0.007452282324149,0.000134959768485,0.007452282324149
21600,100014,100014,0.000135852719309,0.007178994940708,0.000135852719309,0.007178994940708
21700,100240,100240,0.000136282664572,0.00706304868316,0.000136282664572,0.00706304868316
21800,99852,99852,0.000134822201869,0.006960301245844,0.000134822201869,0.006960301245844
21900,99944,99944,0.000137005129718,0.0073140958937,0.000137005129718,0.0073140958937
22000,99786,99786,0.000136751760815,0.006584089952498,0.000136751760815,0.006584089952498
22100,100093,100093,0.000138483562189,0.007682854944901,0.000138483562189,0.007682854944901
22200,99807,99807,0.000137770173682,0.007043594136684,0.000137770173682,0.007043594136684
22300,99848,99848,0.000138882850388,0.007391234676709,0.000138882850388,0.007391234676709
22400,100091,100091,0.000138949122009,0.007982735710503,0.000138949122009,0.007982735710503
22500,99695,99695,0.000140557951241,0.007813832188174,0.000140557951241,0.007813832188174
22600,99401,99401,0.00014117134381,0.00758543676623,0.00014117134381,0.00758543676623
22700,99960,99960,0.000141257602935,0.007472989195678,0.000141257602935,0.007472989195678
22800,100136,100136,0.000143413815779,0.007589678037869,0.000143413815779,0.007589678037869
22900,100227,100227,0.00014473248922,0.007762379398765,0.00014473248922,0.007762379398765
23000,99919,99919,0.000143465700507,0.007225852940882,0.000143465700507,0.007225852940882
23100,99787,99787,0.000142594258012,0.007395752953792,0.000142594258012,0.007395752953792
23200,100176,100176,0.000145752555838,0.007916067720811,0.000145752555838,0.007916067720811
23300,100001,100001,0.000145265659169,0.00769992300077,0.000145265659169,0.00769992300077
23400,100191,100191,0.000146788902352,0.008563643441028,0.000146788902352,0.008563643441028
23500,99340,99340,0.000146594819592,0.007741091201933,0.000146594819592,0.007741091201933
23600,99796,99796,0.000148483769745,0.008557457212714,0.000148483769745,0.008557457212714
23700,100112,100112,0.000150568025634,0.008370624900112,0.000150568025634,0.008370624900112
23800,99131,99131,0.000148855371425,0.007989428130454,0.000148855371425,0.007989428130454
23900,99942,99942,0.000149928957251,0.008194752956715,0.000149928957251,0.008194752956715
24000,100126,100126,0.000151675417869,0.008529253141042,0.000151675417869,0.008529253141042
24100,100388,100388,0.000154579412539,0.008138422919074,0.000154579412539,0.008138422919074
24200,100039,100039,0.000153757278542,0.00858665120603,0.000153757278542,0.00858665120603
24300,100261,100261,0.000157269456333,0.008058966098483,0.000157269456333,0.008058966098483
24400,99900,99900,0.000154261034914,0.008398398398398,0.000154261034914,0.008398398398398
24500,100071,100071,0.000157655127345,0.00876377771782,0.000157655127345,0.00876377771782
24600,100579,100579,0.000160899609398,0.008252219648237,0.000160899609398,0.008252219648237
24700,99985,99985,0.000161097335814,0.008481272190829,0.000161097335814,0.008481272190829
24800,99638,99638,0.000158898253469,0.008591099781208,0.000158898253469,0.008591099781208
24900,99543,99543,0.000160273271821,0.008649528344535,0.000160273271821,0.008649528344535
25000,99897,99897,0.000158761483345,0.008388640299509,0.000158761483345,0.008388640299509
25100,100202,100202,0.000163311851846,0.008083670984611,0.000163311851846,0.008083670984611
25200,99986,99986,0.000166839266286,0.009041265777209,0.000166839266286,0.009041265777209
25300,100443,100443,0.000169370178433,0.009507880091196,0.000169370178433,0.009507880091196
25400,100397,100397,0.000168373825884,0.00877516260446,0.000168373825884,0.00877516260446
25500,100202,100202,0.000168165646414,0.009211392986168,0.000168165646414,0.009211392986168
25600,100079,100079,0.000170061718555,0.009422556180617,0.000170061718555,0.009422556180617
25700,99788,99788,0.000173762126127,0.008588206998838,0.000173762126127,0.008588206998838
25800,100021,100021,0.000174443284445,0.009488007518421,0.000174443284445,0.009488007518421
25900,99830,99830,0.000171875568846,0.009095462285886,0.000171875568846,0.009095462285886
26000,99866,99866,0.000177075790912,0.009773095948571,0.000177075790912,0.009773095948571
26100,99882,99882,0.00017619298707,0.008990608918524,0.00017619298707,0.008990608918524
26200,100136,100136,0.000179965009849,0.009926499960054,0.000179965009849,0.009926499960054
26300,100342,100342,0.000180913859442,0.010025712064739,0.000180913859442,0.010025712064739
26400,100504,100504,0.00018590393115,0.010079200827828,0.000181030911634,0.009231574602599
26500,99333,99333,0.000181030911634,0.009231574602599,0.00018590393115,0.010079200827828
26600,99916,99916,0.000187470263299,0.010188558389047,0.000187470263299,0.010188558389047
26700,100111,100111,0.000189598649424,0.01084795876577,0.000189598649424,0.01084795876577
26800,99559,99559,0.000189217639629,0.009923763798351,0.000189217639629,0.009923763798351
26900,100450,100450,0.000193740353918,0.010174216027875,0.000193740353918,0.010174216027875
27000,100050,100050,0.000191275807713,0.010264867566217,0.000191275807713,0.010264867566217
27100,99874,99874,0.00019200564947,0.009702224803252,0.00019200564947,0.009702224803252
27200,99672,99672,0.00019507426129,0.010263664820612,0.00019507426129,0.010263664820612
27300,100437,100437,0.000202903885913,0.011211007895497,0.000202903885913,0.011211007895497
27400,99543,99543,0.000203587957865,0.010628572576675,0.000203587957865,0.010628572576675
27500,99954,99954,0.00020590439639,0.010794965684215,0.00020590439639,0.010794965684215
27600,99768,99768,0.000209412265518,0.011346323470452,0.000209412265518,0.011346323470452
27700,99742,99742,0.000215471176811,0.01173026408133,0.000215471176811,0.01173026408133
27800,100107,100107,0.000218386861251,0.011317889857852,0.000218386861251,0.011317889857852
27900,99920,99920,0.000215553036513,0.011899519615693,0.000215553036513,0.011899519615693
28000,99526,99526,0.000219532660887,0.011745674497116,0.000219532660887,0.011745674497116
28100,99617,99617,0.000226682383454,0.012106367387093,0.000226682383454,0.012106367387093
28200,100388,100388,0.000232711944281,0.012122962903933,0.000232711944281,0.012122962903933
28300,100094,100094,0.000239075978976,0.013177613043739,0.000239075978976,0.013177613043739
28400,99702,99702,0.00023106791379,0.012065956550521,0.00023106791379,0.012065956550521
28500,99794,99794,0.000235775894763,0.012465679299357,0.000235775894763,0.012465679299357
28600,100231,100231,0.000243276195634,0.012271652482765,0.000243276195634,0.012271652482765
28700,99846,99846,0.000259152292044,0.014322055966188,0.000247035546929,0.013670581150256
28800,99630,99630,0.000247035546929,0.013670581150256,0.000259152292044,0.014322055966188
28900,99962,99962,0.000259322955422,0.014585542506152,0.000259322955422,0.014585542506152
29000,99807,99807,0.000278068235355,0.015299528089212,0.000259194087714,0.01369931304027
29100,100297,100297,0.000259194087714,0.01369931304027,0.000278068235355,0.015299528089212
29200,100587,100587,0.000291838071399,0.01636394365077,0.000280449933552,0.015744475886568
29300,99654,99654,0.000280449933552,0.015744475886568,0.000284621867029,0.015353664761638
29400,99911,99911,0.000284621867029,0.015353664761638,0.000291838071399,0.01636394365077
29500,99949,99949,0.000295790130918,0.015968143753314,0.000295790130918,0.015968143753314
29600,100535,100535,0.000303761773824,0.016680757944994,0.000303761773824,0.016680757944994
29700,100148,100148,0.000308559549851,0.0162958820945,0.000308559549851,0.0162958820945
29800,100422,100422,0.000332371350631,0.017197426858657,0.000305812579099,0.015690765351736
29900,99549,99549,0.000305812579099,0.015690765351736,0.000332371350631,0.017197426858657
30000,100004,100004,0.000340700349101,0.018379264829407,0.000340700349101,0.018379264829407
30100,100116,100116,0.000367674255101,0.019916896400176,0.000367674255101,0.019916896400176
30200,99848,99848,0.000381006241303,0.020531207435302,0.000381006241303,0.020531207435302
30300,99891,99891,0.000359473519341,0.019311049043457,0.000359473519341,0.019311049043457
30400,100109,100109,0.000386985183331,0.021456612292601,0.000386985183331,0.021456612292601
30500,100276,100276,0.00041477024006,0.022368263592485,0.000408955398928,0.021917507020998
30600,100057,100057,0.000408955398928,0.021917507020998,0.000401905703996,0.022429174987707
30700,100146,100146,0.000448408052475,0.024913626105885,0.000412600586117,0.022244752507052
30800,99647,99647,0.000401905703996,0.022429174987707,0.00041477024006,0.022368263592485
30900,99619,99619,0.000412600586117,0.022244752507052,0.000448408052475,0.024913626105885
31000,100155,100155,0.000511531092332,0.027487394538465,0.000460045915328,0.025068542859447
31100,99208,99208,0.000460045915328,0.025068542859447,0.000511531092332,0.027487394538465
31200,100471,100471,0.000840476045336,0.04854137014661,0.000563043033603,0.031152993348115
31300,99220,99220,0.000563043033603,0.031152993348115,0.000652625442947,0.035110169152637
31400,100266,100266,0.000638512463245,0.035455687870265,0.000638512463245,0.035455687870265
31500,100028,100028,0.000652625442947,0.035110169152637,0.000840476045336,0.04854137014661
31600,100104,100104,0.000892029205436,0.049758251418525,0.000892029205436,0.049758251418525
31700,100335,100335,0.000886194935262,0.050730054318035,0.000886194935262,0.050730054318035
31800,100260,100260,0.001036306551321,0.057460602433673,0.001036306551321,0.057460602433673
31900,99801,99801,0.000876179452119,0.0490075249747,0.000876179452119,0.0490075249747
32000,99825,99825,0.000894001745718,0.04908590032557,0.000894001745718,0.04908590032557
32100,99422,99422,0.001104099983929,0.063144977972682,0.001104099983929,0.063144977972682
32200,100317,100317,0.002344882355885,0.143355562865716,0.002344882355885,0.143355562865716
32300,99858,99858,0.001865778686015,0.108914658815518,0.001865778686015,0.108914658815518
32400,99466,99466,0.001560185850865,0.088804214505459,0.001560185850865,0.088804214505459
32500,100179,100179,0.004938082600116,0.349125066131624,0.004938082600116,0.349125066131624
32600,100206,100206,0.00580203721334,0.478993273855857,0.00580203721334,0.478993273855857
32700,100045,100045,0.005968377324301,0.50024488979959,0.005968377324301,0.50024488979959
