Lambda,Generated Packets,Q1#,Q1 Avg Wait,Q1 Drop Rate,Total Avg Wait Time,Total Avg Drop Rate
8000,1000054,1000054,0.000115678274683,0.006208664732104,0.000115678274683,0.006208664732104
9000,1000713,1000713,0.000117078982193,0.006280521987823,0.000117078982193,0.006280521987823
10000,99944,99944,0.000118452097335,0.006903866165052,0.000118452097335,0.006903866165052
10100,99833,99833,0.000119720921832,0.006971642643214,0.000119720921832,0.006971642643214
10200,100227,100227,0.000118890113666,0.00739321739651,0.000118890113666,0.00739321739651
10300,99826,99826,0.000119592834219,0.006401137980085,0.000119592834219,0.006401137980085
10400,99804,99804,0.000119599074505,0.006272293695643,0.000119599074505,0.006272293695643
10500,100064,100064,0.000119860431639,0.00629597057883,0.000119860431639,0.00629597057883
10600,100286,100286,0.000119645323828,0.006621063757653,0.000119645323828,0.006621063757653
10700,99850,99850,0.000120184515672,0.006259389083625,0.000120184515672,0.006259389083625
10800,99183,99183,0.000119456329671,0.006311565490054,0.000119456329671,0.006311565490054
10900,99857,99857,0.000120862578979,0.006779694963798,0.000120862578979,0.006779694963798
11000,99358,99358,0.000120592270207,0.006884196541798,0.000120592270207,0.006884196541798
11100,100008,100008,0.0001206097803,0.006879449644028,0.0001206097803,0.006879449644028
11200,100275,100275,0.000121502487492,0.006462228870606,0.000121502487492,0.006462228870606
11300,100073,100073,0.000121476930917,0.006335375176121,0.000121476930917,0.006335375176121
11400,99702,99702,0.000121338647084,0.006990832681391,0.000121338647084,0.006990832681391
11500,100143,100143,0.000122112663092,0.006121246617337,0.000122112663092,0.006121246617337
11600,99824,99824,0.000122025946474,0.006261019394134,0.000122025946474,0.006261019394134
11700,100144,100144,0.000122206262005,0.006560552803962,0.000122206262005,0.006560552803962
11800,100096,100096,0.000122596348893,0.006423833120205,0.000122596348893,0.006423833120205
11900,100214,100214,0.000123257424615,0.006166803041491,0.000123257424615,0.006166803041491
12000,100036,100036,0.000122597806315,0.006857531288736,0.000122597806315,0.006857531288736
12100,99776,99776,0.000122620559234,0.006003447722899,0.000122620559234,0.006003447722899
12200,99534,99534,0.000122833617167,0.006831836357426,0.000122833617167,0.006831836357426
12300,99974,99974,0.000123948376359,0.006891791865885,0.000123948376359,0.006891791865885
12400,99826,99826,0.000124585595036,0.006451225131729,0.000124585595036,0.006451225131729
12500,100046,100046,0.000124407039659,0.006736901025528,0.000124407039659,0.006736901025528
12600,101117,101117,0.000124494204982,0.006645766785011,0.000124494204982,0.006645766785011
12700,99823,99823,0.000124442567206,0.006922252386725,0.000124442567206,0.006922252386725
12800,100092,100092,0.000124758983899,0.006773768133317,0.000124758983899,0.006773768133317
12900,99734,99734,0.000126195188891,0.006707842862013,0.000126195188891,0.006707842862013
13000,100325,100325,0.000125921619939,0.006508846249689,0.000125921619939,0.006508846249689
13100,99715,99715,0.000125491886622,0.006648949506092,0.000125491886622,0.006648949506092
13200,99810,99810,0.000126352137786,0.007003306281936,0.000126352137786,0.007003306281936
13300,100117,100117,0.000125376551918,0.007061737766813,0.000125376551918,0.007061737766813
13400,100296,100296,0.00012616571181,0.006899577251336,0.00012616571181,0.006899577251336
13500,99598,99598,0.000126732256079,0.007168818650977,0.000126732256079,0.007168818650977
13600,100077,100077,0.000127748070516,0.006854721864165,0.000127748070516,0.006854721864165
13700,100485,100485,0.000127481192799,0.007006020799124,0.000127481192799,0.007006020799124
13800,100073,100073,0.00012793722138,0.006755068799776,0.00012793722138,0.006755068799776
13900,100526,100526,0.000128257807756,0.00666494240296,0.000128257807756,0.00666494240296
14000,99672,99672,0.000128047737927,0.006701982502609,0.000128047737927,0.006701982502609
14100,100251,100251,0.000128043282716,0.007052298730187,0.000128043282716,0.007052298730187
14200,99617,99617,0.000129055677473,0.007016874629832,0.000129055677473,0.007016874629832
14300,100171,100171,0.000129229102645,0.006918169929421,0.000129229102645,0.006918169929421
14400,100212,100212,0.000128776717787,0.00693529717,0.000128776717787,0.00693529717
14500,99611,99611,0.000128927309329,0.006856672455853,0.000128927309329,0.006856672455853
14600,99970,99970,0.000130866633075,0.007502250675203,0.000130866633075,0.007502250675203
14700,99517,99517,0.000129249368744,0.007104313835827,0.000129249368744,0.007104313835827
14800,99982,99982,0.000130734976632,0.006461163009342,0.000130734976632,0.006461163009342
14900,99708,99708,0.000131409344678,0.006799855578289,0.000131409344678,0.006799855578289
15000,99906,99906,0.000131780354582,0.006506115748804,0.000131780354582,0.006506115748804
15100,99933,99933,0.00013168016735,0.00667447189617,0.00013168016735,0.00667447189617
15200,99767,99767,0.000132377207635,0.007126604989626,0.000132377207635,0.007126604989626
15300,100040,100040,0.000133420685277,0.00733706517393,0.000133420685277,0.00733706517393
15400,99830,99830,0.000133246464896,0.007031954322348,0.000133246464896,0.007031954322348
15500,99795,99795,0.000133501469815,0.006924194598928,0.000133501469815,0.006924194598928
15600,99984,99984,0.000133651821113,0.007011121779485,0.000133651821113,0.007011121779485
15700,99172,99172,0.00013358701361,0.007592868954947,0.00013358701361,0.007592868954947
15800,99701,99701,0.000134480859022,0.007121292665069,0.000134480859022,0.007121292665069
15900,99827,99827,0.000134147219048,0.007182425596282,0.000134147219048,0.007182425596282
16000,99989,99989,0.000134936332861,0.007040774485193,0.000134936332861,0.007040774485193
16100,100262,100262,0.000134904529636,0.007171211426064,0.000134904529636,0.007171211426064
16200,100306,100306,0.000137393554365,0.007407333559309,0.000137393554365,0.007407333559309
16300,99822,99822,0.000136408278874,0.007092624872273,0.000136408278874,0.007092624872273
16400,99821,99821,0.000136374948423,0.007513449073842,0.000136374948423,0.007513449073842
16500,100155,100155,0.000136776709802,0.007168888223254,0.000136776709802,0.007168888223254
16600,99303,99303,0.0001381100309,0.007613063049455,0.0001381100309,0.007613063049455
16700,100088,100088,0.000139193182853,0.007203660778515,0.000139193182853,0.007203660778515
16800,99987,99987,0.00013840010868,0.007901027133527,0.00013840010868,0.007901027133527
16900,100226,100226,0.000139208706171,0.00770259214176,0.000139208706171,0.00770259214176
17000,99328,99328,0.000140780102472,0.007550740979381,0.000140780102472,0.007550740979381
17100,99929,99929,0.000140322010542,0.007935634300353,0.000140322010542,0.007935634300353
17200,100031,100031,0.000140869626114,0.007557657126291,0.000140869626114,0.007557657126291
17300,99655,99655,0.000141152712578,0.007154683658622,0.000141152712578,0.007154683658622
17400,100189,100189,0.000141844029745,0.007964946251585,0.000141844029745,0.007964946251585
17500,99676,99676,0.000142071191507,0.007584574019824,0.000142071191507,0.007584574019824
17600,100126,100126,0.000142741356015,0.007270838743184,0.000142741356015,0.007270838743184
17700,100557,100557,0.000143824228867,0.007319231878437,0.000143824228867,0.007319231878437
17800,99666,99666,0.00014331121858,0.00778600525756,0.00014331121858,0.00778600525756
17900,100620,100620,0.000146479395633,0.007841383422779,0.000146479395633,0.007841383422779
18000,99608,99608,0.000144840945853,0.007911011163762,0.000144840945853,0.007911011163762
18100,100095,100095,0.000146969876652,0.007702682451671,0.000146969876652,0.007702682451671
18200,101031,101031,0.000147419853531,0.007938157595194,0.000147419853531,0.007938157595194
18300,100006,100006,0.000147312252523,0.007509549427034,0.000147312252523,0.007509549427034
18400,100557,100557,0.000148590870172,0.007945742215858,0.000148590870172,0.007945742215858
18500,100058,100058,0.000150465198186,0.008055327909812,0.000150465198186,0.008055327909812
